Index,Experiment,Citation,Laboratory,Device,Container,Duration_h,T_C,P_Gpa,fO2,Phases,Type,SiO2_Bulk,TiO2_Bulk,Al2O3_Bulk,Fe2O3_Bulk,FeO_Bulk,MgO_Bulk,CaO_Bulk,Na2O_Bulk,K2O_Bulk
4726,129,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,378.3999939,1116,1.00E-04,-9.75,ol+plag+cpx+liq,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4727,130,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,286.1000061,1109,1.00E-04,-9.77,ol+plag+cpx+liq,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4728,131,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,259.8999939,1102,1.00E-04,-9.75,plag+cpx+liq+ol,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4736,153,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,318.2000122,1145,1.00E-04,-6.19,ol+plag+opx+spn+liq,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4737,154,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,332.1000061,1139,1.00E-04,-6.29,ol+plag+opx+spn+liq,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4738,152,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,318.2000122,1135,1.00E-04,-6.4,plag+opx+cpx+spn+liq,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4739,150,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,330.2000122,1127,1.00E-04,-6.1,plag+opx+cpx+spn+liq,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4740,151,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,329.8999939,1103,1.00E-04,-6.8,plag+opx+cpx+spn+liq,Bulk,53.81999969,0.930000007,17.28000069,8.319999695,,5.679999828,8.579999924,3.660000086,0.970000029
4742,148,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,86.5,1144,1.00E-04,-9.03,ol+plag+cpx+liq,Bulk,54.38000107,0.75,13.88000011,6.679999828,2.400000095,9.949999809,7.929999828,2.940000057,0.779999971
4743,140,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,243.1999969,1122,1.00E-04,-9.57,ol+plag+cpx+liq,Bulk,54.38000107,0.75,13.88000011,6.679999828,2.400000095,9.949999809,7.929999828,2.940000057,0.779999971
4744,143,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,267.2000122,1112,1.00E-04,-9.62,ol+plag+cpx+liq,Bulk,54.38000107,0.75,13.88000011,6.679999828,2.400000095,9.949999809,7.929999828,2.940000057,0.779999971
4745,141,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,238.8000031,1102,1.00E-04,-9.49,ol+plag+cpx+liq,Bulk,54.38000107,0.75,13.88000011,6.679999828,2.400000095,9.949999809,7.929999828,2.940000057,0.779999971
4746,39,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,1166,1144,1.00E-04,-9.03,ol+plag+liq,Bulk,57.70999908,0.959999979,16.63999939,7.320000172,,4.099999905,6.809999943,4.159999847,1.470000029
4747,38,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,118.5,1136,1.00E-04,-9.07,ol+plag+liq,Bulk,57.70999908,0.959999979,16.63999939,7.320000172,,4.099999905,6.809999943,4.159999847,1.470000029
4748,27,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,243.1999969,1122,1.00E-04,-9.57,ol+plag+opx+liq,Bulk,57.70999908,0.959999979,16.63999939,7.320000172,,4.099999905,6.809999943,4.159999847,1.470000029
4749,30,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,267.2000122,1112,1.00E-04,-9.62,ol+plag+opx+cpx+liq,Bulk,57.70999908,0.959999979,16.63999939,7.320000172,,4.099999905,6.809999943,4.159999847,1.470000029
4750,28,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,238.8000031,1102,1.00E-04,-9.49,plag+cpx+liq,Bulk,57.70999908,0.959999979,16.63999939,7.320000172,,4.099999905,6.809999943,4.159999847,1.470000029
4755,10,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,2603,1133,1.00E-04,-9.48,ol+plag+opx+liq,Bulk,56.61999893,0.829999983,14.38000011,6.320000172,1.440000057,9.289999962,5.900000095,3.589999914,1.269999981
4756,11,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,333.1000061,1130,1.00E-04,-9.5,ol+plag+opx+liq,Bulk,56.61999893,0.829999983,14.38000011,6.320000172,1.440000057,9.289999962,5.900000095,3.589999914,1.269999981
4757,12,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,257.8999939,1125,1.00E-04,-9.53,ol+plag+opx+liq,Bulk,56.61999893,0.829999983,14.38000011,6.320000172,1.440000057,9.289999962,5.900000095,3.589999914,1.269999981
4758,13,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,364.2999878,1121,1.00E-04,-9.6,ol+plag+opx+liq,Bulk,56.61999893,0.829999983,14.38000011,6.320000172,1.440000057,9.289999962,5.900000095,3.589999914,1.269999981
4759,14,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,378.3999939,1116,1.00E-04,-9.75,ol+plag+opx+liq,Bulk,56.61999893,0.829999983,14.38000011,6.320000172,1.440000057,9.289999962,5.900000095,3.589999914,1.269999981
4760,15,"Grove, T.L., Juster, T.C. (1989) Experimental investigations of low-Ca pyroxene stability and olivine - pyroxene - liquid equilibria at 1-atm in natural basaltic and andesitic liquids. Contributions to Mineralogy and Petrology 103 287-305. ",Massachusetts Institute of Technology,1-atm,FePt,286.1000061,1109,1.00E-04,-9.77,ol+plag+opx+cpx+liq,Bulk,56.61999893,0.829999983,14.38000011,6.320000172,1.440000057,9.289999962,5.900000095,3.589999914,1.269999981
4826,87-1-77,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,69,1140,1.00E-04,IW,liq+ol+plag,Bulk,52.52999878,1.409999967,16.05999947,,8.619999886,7.409999847,8.239999771,3.440000057,1.179999948
4827,87-1-78,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,68,1115,1.00E-04,IW,liq+ol+plag+cpx,Bulk,52.52999878,1.409999967,16.05999947,,8.619999886,7.409999847,8.239999771,3.440000057,1.179999948
4833,87-7-77,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,69,1140,1.00E-04,IW,liq+plag,Bulk,59.5,1.200000048,16.65999985,,6.599999905,3.079999924,5.769999981,4.269999981,2.150000095
4834,87-7-78,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,68,1115,1.00E-04,IW,liq+ol+plag+opx,Bulk,59.5,1.200000048,16.65999985,,6.599999905,3.079999924,5.769999981,4.269999981,2.150000095
4839,87-14-77,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,69,1140,1.00E-04,IW,liq+plag,Bulk,56.27000046,1.350000024,17.42000008,,7.369999886,3.380000114,6.320000172,4.039999962,1.50999999
4840,87-14-78,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,68,1115,1.00E-04,IW,liq+plag+opx,Bulk,56.27000046,1.350000024,17.42000008,,7.369999886,3.380000114,6.320000172,4.039999962,1.50999999
4846,87-32-86,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,72,1125,1.00E-04,IW,liq+ol+plag,Bulk,48.36000061,1.730000019,15.96000004,,9.930000305,8.210000038,9.329999924,3.460000038,1.320000052
4850,87-34-86,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,72,1125,1.00E-04,IW,liq+ol+plag,Bulk,48.36000061,1.75,18.59000015,,10.01000023,8.279999733,9.409999847,3.470000029,1.340000033
4854,87-41-77,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,69,1140,1.00E-04,IW,liq+ol+plag,Bulk,56.06000137,1.330000043,16.97999954,,6.929999828,4.78000021,6.940000057,3.839999914,1.470000029
4855,87-41-78,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,68,1115,1.00E-04,IW,liq+ol+plag,Bulk,56.06000137,1.330000043,16.97999954,,6.929999828,4.78000021,6.940000057,3.839999914,1.470000029
4860,87-49-86,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733. ",University of New Brunswick,1-atm,FePt,72,1125,1.00E-04,IW,liq+plag,Bulk,59.47999954,1.190000057,16.40999985,,6.940000057,2.970000029,5.400000095,4.03000021,2.359999895
5025,A-16,"Juster, C.T., Grove, T.L., Perfit, M.R. (1989) Experimental constraints on the generation of FeTi basalts, andesite, and rhyodacites at the Galapagos Spreading Center, 85_W and 95_W. Journal of Geophysical Research 94 9251-9274. ",Massachusetts Institute of Technology,1-atm,FePt,93,1144,1.00E-04,QFM,liq,Bulk,51.34999847,2.140000105,13.21000004,,13.43000031,6.119999886,10.73999977,2.299999952,0.100000001
5027,A-18,"Juster, C.T., Grove, T.L., Perfit, M.R. (1989) Experimental constraints on the generation of FeTi basalts, andesite, and rhyodacites at the Galapagos Spreading Center, 85_W and 95_W. Journal of Geophysical Research 94 9251-9274. ",Massachusetts Institute of Technology,1-atm,FePt,89,1143,1.00E-04,QFM,liq+plag+cpx,Bulk,51.34999847,2.140000105,13.21000004,,13.43000031,6.119999886,10.73999977,2.299999952,0.100000001
5028,A-6,"Juster, C.T., Grove, T.L., Perfit, M.R. (1989) Experimental constraints on the generation of FeTi basalts, andesite, and rhyodacites at the Galapagos Spreading Center, 85_W and 95_W. Journal of Geophysical Research 94 9251-9274. ",Massachusetts Institute of Technology,1-atm,FePt,75,1134,1.00E-04,QFM,liq+plag+cpx,Bulk,51.34999847,2.140000105,13.21000004,,13.43000031,6.119999886,10.73999977,2.299999952,0.100000001
5029,A-8,"Juster, C.T., Grove, T.L., Perfit, M.R. (1989) Experimental constraints on the generation of FeTi basalts, andesite, and rhyodacites at the Galapagos Spreading Center, 85_W and 95_W. Journal of Geophysical Research 94 9251-9274. ",Massachusetts Institute of Technology,1-atm,FePt,96,1128,1.00E-04,QFM,liq+plag+cpx+cpx,Bulk,51.34999847,2.140000105,13.21000004,,13.43000031,6.119999886,10.73999977,2.299999952,0.100000001
5030,A-10,"Juster, C.T., Grove, T.L., Perfit, M.R. (1989) Experimental constraints on the generation of FeTi basalts, andesite, and rhyodacites at the Galapagos Spreading Center, 85_W and 95_W. Journal of Geophysical Research 94 9251-9274. ",Massachusetts Institute of Technology,1-atm,FePt,96,1122,1.00E-04,QFM,liq+plag+cpx,Bulk,51.34999847,2.140000105,13.21000004,,13.43000031,6.119999886,10.73999977,2.299999952,0.100000001
5031,A-12,"Juster, C.T., Grove, T.L., Perfit, M.R. (1989) Experimental constraints on the generation of FeTi basalts, andesite, and rhyodacites at the Galapagos Spreading Center, 85_W and 95_W. Journal of Geophysical Research 94 9251-9274. ",Massachusetts Institute of Technology,1-atm,FePt,94,1116,1.00E-04,QFM,liq+plag+cpx,Bulk,51.34999847,2.140000105,13.21000004,,13.43000031,6.119999886,10.73999977,2.299999952,0.100000001
