Index,Experiment,Citation,Mode,Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O
291,FER-C9,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.052000001,Liquid,49.72000122,0.50999999,17.79999924,0,8.25,15.44999981,6.099999905,1.440000057,0.349999994
292,FER-C2,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.044,Liquid,48.65999985,0.430000007,18.45000076,0,8,14.56999969,6.760000229,1.539999962,0.389999986
293,FER-C4,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.034000002,Liquid,50.08000183,0.519999981,18.84000015,0,6.869999886,12.77999973,7.630000114,1.929999948,0.430000007
296,FER-C5,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.023,Liquid,54.68999863,0.460000008,19.14999962,0,3.400000095,7.929999828,8.590000153,3.380000114,0.74000001
297,FER-D3,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.201000005,Liquid,48.68999863,0.319999993,17.21999931,0,7.619999886,17.5,6.889999866,0.689999998,0.100000001
298,FER-D4,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.191,Liquid,49.09000015,0.439999998,17.59000015,0,7.010000229,14.15999985,9.800000191,1.070000052,0.159999996
299,FER-D1,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.151999995,Liquid,49.34000015,0.479999989,17.27000046,0,6.849999905,12.43999958,11.89000034,1.370000005,0.209999993
300,FER-D6,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.145999998,Liquid,49.45999908,0.50999999,17.29999924,0,6.570000172,11.47999954,12.22000027,1.450000048,0.209999993
302,FER-D5,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.037,Liquid,50.43000031,0.709999979,19.19000053,0,5.21999979,9.569999695,10.86999989,3.380000114,0.5
303,FER-E5,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.358999997,Liquid,50.65999985,0.300000012,11.56999969,0,6.789999962,15.84000015,12.17000008,1.149999976,0.050000001
304,FER-E7,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.321999997,Liquid,50.20999908,0.389999986,12.39999962,0,6.5,14.64999962,12.96000004,1.230000019,0.090000004
305,FER-E4,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.296999991,Liquid,50.72999954,0.400000006,12.97000027,0,6.400000095,14.59000015,13.06999969,1.289999962,0.07
306,FER-E3,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.224000007,Liquid,50.06000137,0.5,14.82999992,0,6.360000134,13.01000023,12.72999954,1.580000043,0.090000004
308,FER-E6,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.048,Liquid,50.88000107,0.639999986,19.09000015,0,5.389999866,8.520000458,9.800000191,4.389999866,0.409999996
333,KH-31,"Kogiso, T., Hirose, K., Takahashi (1998) Melting experiments on homogeneous mixtures of peridotite and basalt: application to the genesis of ocean island basalts. Earth and Planetary Science Letters 162 45-61. ",0,Liquid,48.52000046,1.539999962,17.71999931,0,8.670000076,10.36999989,9.430000305,3,0.280000001
335,KH-5,"Kogiso, T., Hirose, K., Takahashi (1998) Melting experiments on homogeneous mixtures of peridotite and basalt: application to the genesis of ocean island basalts. Earth and Planetary Science Letters 162 45-61. ",0,Liquid,47.38000107,2.5,17.92000008,0,10.22999954,8.479999542,5.630000114,6.25,1.570000052
340,KH-8,"Kogiso, T., Hirose, K., Takahashi (1998) Melting experiments on homogeneous mixtures of peridotite and basalt: application to the genesis of ocean island basalts. Earth and Planetary Science Letters 162 45-61. ",0,Liquid,48.29999924,1.289999962,15.80000019,0,8.819999695,12.76000023,10.14999962,2.50999999,0.25999999
342,KH-5,"Kogiso, T., Hirose, K., Takahashi (1998) Melting experiments on homogeneous mixtures of peridotite and basalt: application to the genesis of ocean island basalts. Earth and Planetary Science Letters 162 45-61. ",0,Liquid,49.02999878,1.820000052,19.07999992,0,8.050000191,7.989999771,5.510000229,5.909999847,2.559999943
346,ND-002-3,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.852400005,Liquid,76.30999756,0.119999997,12.09000015,0,1.409999967,0.029999999,0.239999995,4.570000172,4.880000114
347,ND-002-7,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.923699975,Liquid,76.87999725,0.079999998,11.96000004,0,1.399999976,0.01,0.219999999,4.480000019,4.539999962
350,ND-002-10,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.995500028,Liquid,76.52999878,0.129999995,11.88000011,0,1.450000048,0.039999999,0.310000002,4.610000134,4.800000191
351,ND-002-11,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.903599977,Liquid,77.08999634,0.090000004,11.92000008,0,1.309999943,0.02,0.230000004,4.079999924,4.929999828
352,ND-002-15,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.948599994,Liquid,76.41000366,0.090000004,11.89000034,0,1.440000057,0.050000001,0.370000005,4.53000021,4.900000095
353,ND-002-16,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.838999987,Liquid,77.55000305,0.109999999,11.47999954,0,1.320000052,0.059999999,0.289999992,3.890000105,4.929999828
354,ND-002-17,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.994700015,Liquid,76.62999725,0.090000004,12.02999973,0,1.409999967,0.050000001,0.379999995,4.46999979,4.639999866
355,ND-002-18,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.928499997,Liquid,76.80999756,0.07,11.82999992,0,1.309999943,0.039999999,0.310000002,4.570000172,4.78000021
356,ND-002-19,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.88499999,Liquid,77.19999695,0.090000004,11.48999977,0,1.360000014,0.02,0.280000001,4.449999809,4.760000229
357,ND-002-20,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.313699991,Liquid,76.76000214,0.039999999,11.53999996,0,1.49000001,0.039999999,0.280000001,4.360000134,4.840000153
358,ND-002-21,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.0093,Liquid,76.61000061,0.109999999,11.63000011,0,1.720000029,0.02,0.209999993,4.119999886,4.829999924
359,ND-002-22,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.619000018,Liquid,77.19000244,0.140000001,11.56999969,0,1.440000057,0.029999999,0.25999999,4.099999905,4.829999924
363,ND-002-28,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.825299978,Liquid,78.18000031,0.109999999,11.42000008,0,0.790000021,0.050000001,0.219999999,3.910000086,4.699999809
364,ND-002-29,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.713999987,Liquid,77.76000214,0.129999995,11.10999966,0,1.279999971,0.02,0.25,3.910000086,4.829999924
365,ND-002-30,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.708999991,Liquid,75.97000122,0.189999998,11.90999985,0,1.330000043,0.029999999,0.280000001,4.260000229,5.070000172
367,ND-002-34,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.883599997,Liquid,77.48999786,0.100000001,11.59000015,0,1.159999967,0.02,0.170000002,4,4.909999847
368,ND-002-35,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.386000007,Liquid,75.19999695,0.140000001,11.02000046,0,2.680000067,0.02,0.219999999,4.269999981,5.170000076
369,ND-002-38,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.488299996,Liquid,74.94000244,0.119999997,11.57999992,0,1.840000033,0.02,0.180000007,4.880000114,5.03000021
370,ND-002-42,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.126499996,Liquid,73.75,0.180000007,11.27999973,0,3.099999905,0.029999999,0.270000011,4.639999866,5.070000172
371,ND-002-43,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.124899998,Liquid,73.41999817,0.180000007,11.40999985,0,3.279999971,0.02,0.109999999,4.900000095,4.880000114
372,ND-002-44,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.416299999,Liquid,74.20999908,0.170000002,11.77000046,0,2.680000067,0.029999999,0.319999993,4.519999981,4.940000057
373,BL-575-16,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.985899985,Liquid,73.80000305,0.109999999,10.56000042,0,4.099999905,0.01,0.090000004,5.639999866,4.570000172
374,BL-575-21,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.961300015,Liquid,73.95999908,0.119999997,10.67000008,0,3.829999924,0.02,0.050000001,5.440000057,4.679999828
375,BL-575-22,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.999899983,Liquid,74.15000153,0.150000006,10.43999958,0,4.039999962,0.01,0.079999998,5.650000095,4.440000057
376,BL-575-23,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.504299998,Liquid,69.61000061,0.370000005,9.100000381,0,7.46999979,0.07,0.189999998,6.659999847,4.679999828
377,BL-575-24,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.344700009,Liquid,66.12999725,0.689999998,7.360000134,0,10.21000004,0.07,0.419999987,8.420000076,4.599999905
378,BL-575-25,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.9921,Liquid,75.19000244,0.140000001,10.69999981,0,3.299999952,0.01,0.050000001,5,4.539999962
379,BL-575-26,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.991999984,Liquid,74.58999634,0.150000006,10.81999969,0,3.289999962,0.01,0.07,5.309999943,4.449999809
380,BL-575-27,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.911000013,Liquid,73.77999878,0.200000003,10.57999992,0,3.5,0.02,0.039999999,5.900000095,4.550000191
381,BL-575-28,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.779399991,Liquid,72.44999695,0.230000004,10.31000042,0,4.360000134,0.039999999,0.029999999,6.079999924,4.559999943
382,BL-575-29,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.637799978,Liquid,71.73999786,0.319999993,9.770000458,0,4.860000134,0.02,0,6.03000021,4.559999943
389,BL-575-42,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.550800025,Liquid,72.12000275,0.25999999,9.670000076,0,5.360000134,0.029999999,0.059999999,5.630000114,4.860000134
390,BL-575-43,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.554099977,Liquid,72.38999939,0.219999999,9.890000343,0,5.099999905,0.029999999,0.050000001,5.380000114,4.929999828
392,BL-575-45,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.654799998,Liquid,72.97000122,0.239999995,10.14000034,0,3.819999933,0.029999999,0.090000004,5.920000076,4.869999886
393,BL-575-46,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.59799999,Liquid,69.95999908,0.270000011,9.399999619,0,6.090000153,0.029999999,0.090000004,6.630000114,4.659999847
395,BL-575-48,"Scaillet, B., MacDonald, R. (2003) Experimental constraints on the relationships between peralkaline rhyolites of the Kenya rift valley. Journal of Petrology 44 1867-1894. 10.1093/petrology/egg062",0.513199985,Liquid,71.06999969,0.209999993,9.960000038,0,4.949999809,0.02,0.050000001,6.849999905,4.300000191
